I200911 22:51:59.160553 331 util/log/sync_buffer.go:195 ⋮ [config] file created at: 2020/09/11 22:51:59
I200911 22:51:59.160563 331 util/log/sync_buffer.go:195 ⋮ [config] running on machine: ‹ip-10-12-21-195›
I200911 22:51:59.160569 331 util/log/sync_buffer.go:195 ⋮ [config] binary: CockroachDB CCL v20.2.0-alpha.1-3288-gc44b87fefb (x86_64-unknown-linux-gnu, built 2020/09/10 20:39:00, go1.13.14)
W200911 22:51:59.195154 350 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r15945/2:‹/Table/57/1/117{54/37…-62/29…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.195169 350 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r15945/2:‹/Table/57/1/117{54/37…-62/29…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.195185 350 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r15945/2:‹/Table/57/1/117{54/37…-62/29…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.195201 350 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r15945/2:‹/Table/57/1/117{54/37…-62/29…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.195215 350 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r15945/2:‹/Table/57/1/117{54/37…-62/29…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.195230 350 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r15945/2:‹/Table/57/1/117{54/37…-62/29…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.195246 350 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r15945/2:‹/Table/57/1/117{54/37…-62/29…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.195501 335 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r11491/2:‹/Table/56/1/97{65/5/…-79/9/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.195532 335 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r11491/2:‹/Table/56/1/97{65/5/…-79/9/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.195551 335 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r11491/2:‹/Table/56/1/97{65/5/…-79/9/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.195567 335 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r11491/2:‹/Table/56/1/97{65/5/…-79/9/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.195584 335 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r11491/2:‹/Table/56/1/97{65/5/…-79/9/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.195600 335 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r11491/2:‹/Table/56/1/97{65/5/…-79/9/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.195616 335 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r11491/2:‹/Table/56/1/97{65/5/…-79/9/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.195633 335 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r11491/2:‹/Table/56/1/97{65/5/…-79/9/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.197041 314 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r982/1:‹/Table/56/1/100{31/7/…-46/1/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.197087 314 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r982/1:‹/Table/56/1/100{31/7/…-46/1/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.197099 314 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r982/1:‹/Table/56/1/100{31/7/…-46/1/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.197110 314 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r982/1:‹/Table/56/1/100{31/7/…-46/1/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.197120 314 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r982/1:‹/Table/56/1/100{31/7/…-46/1/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.197131 314 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r982/1:‹/Table/56/1/100{31/7/…-46/1/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.197146 314 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r982/1:‹/Table/56/1/100{31/7/…-46/1/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.197160 314 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r982/1:‹/Table/56/1/100{31/7/…-46/1/…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.197652 398 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r15998/2:‹/Table/57/1/117{79/70…-87/63…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.197684 398 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r15998/2:‹/Table/57/1/117{79/70…-87/63…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.197702 398 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r15998/2:‹/Table/57/1/117{79/70…-87/63…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.197720 398 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r15998/2:‹/Table/57/1/117{79/70…-87/63…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.197750 398 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r15998/2:‹/Table/57/1/117{79/70…-87/63…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.197767 398 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r15998/2:‹/Table/57/1/117{79/70…-87/63…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.197784 398 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r15998/2:‹/Table/57/1/117{79/70…-87/63…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.197800 398 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r15998/2:‹/Table/57/1/117{79/70…-87/63…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.198261 306 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r1177/3:‹/Table/59/1/10{233/"…-307/"…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.198306 306 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r1177/3:‹/Table/59/1/10{233/"…-307/"…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.198320 306 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r1177/3:‹/Table/59/1/10{233/"…-307/"…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
W200911 22:51:59.198331 306 kv/kvserver/replica_application_result.go:146 ⋮ [n4,s4,r1177/3:‹/Table/59/1/10{233/"…-307/"…}›] failed to repropose with new lease index: ‹[NotLeaseHolderError] reproposal failed due to closed timestamp›
